#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-29786B2AF3A3EC6A-F9902B122AF7F8B
#datatype	hitsStandard Results
#status	0
#Start time	2017-01-17T13:11:04	Run time	0:00:04:59
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#142 - >Q5ZXW9_LEGPH	multi-dom	166227	6	345	7.70484e-120	348.792	PLN02586	PLN02586	 - 	 - 
Q#142 - >Q5ZXW9_LEGPH	multi-dom	131869	18	228	2.07833e-20	89.2095	TIGR02822	adh_fam_2	C	 - 
Q#144 - >Q5ZXW7_LEGPH	specific	290929	9	128	3.63578e-48	149.671	pfam14229	DUF4332	 - 	cl22429
Q#144 - >Q5ZXW7_LEGPH	superfamily	304555	9	128	3.63578e-48	149.671	cl22429	HHH_5 superfamily	 - 	 - 
Q#144 - >Q5ZXW7_LEGPH	non-specific	176454	55	96	0.00400408	34.4457	cd01700	PolY_Pol_V_umuC	NC	cl12025
Q#144 - >Q5ZXW7_LEGPH	superfamily	299870	55	96	0.00400408	34.4457	cl12025	PolY superfamily	NC	 - 
Q#144 - >Q5ZXW7_LEGPH	multi-dom	236794	4	31	0.00102653	36.2816	PRK10917	PRK10917	C	 - 
Q#144 - >Q5ZXW7_LEGPH	multi-dom	274603	59	95	0.00603242	34.2252	TIGR03491	TIGR03491	NC	 - 
Q#144 - >Q5ZXW7_LEGPH	multi-dom	224121	4	31	0.00656736	34.1106	COG1200	RecG	C	 - 
Q#145 - >Q5ZXW6_LEGPH	specific	279645	40	201	2.38029e-51	162.746	pfam01327	Pep_deformylase	 - 	cl00234
Q#145 - >Q5ZXW6_LEGPH	superfamily	294164	40	201	2.38029e-51	162.746	cl00234	Pep_deformylase superfamily	 - 	 - 
Q#145 - >Q5ZXW6_LEGPH	specific	238271	54	195	4.06354e-44	143.781	cd00487	Pep_deformylase	 - 	cl00234
Q#145 - >Q5ZXW6_LEGPH	non-specific	234668	54	201	1.79819e-40	135.25	PRK00150	def	 - 	cl00234
Q#145 - >Q5ZXW6_LEGPH	non-specific	223320	54	201	2.96781e-39	132.302	COG0242	Def	 - 	cl00234
Q#145 - >Q5ZXW6_LEGPH	non-specific	272895	50	211	2.83798e-21	85.5142	TIGR00079	pept_deformyl	 - 	cl00234
Q#146 - >Q5ZXW5_LEGPH	specific	291485	155	264	1.65426e-63	198.12	pfam14819	QueF_N	 - 	cl00263
Q#146 - >Q5ZXW5_LEGPH	superfamily	294189	155	264	1.65426e-63	198.12	cl00263	TFold superfamily	 - 	 - 
Q#146 - >Q5ZXW5_LEGPH	specific	223851	280	416	1.22327e-52	171.725	COG0780	QueFC	 - 	cl00263
Q#146 - >Q5ZXW5_LEGPH	superfamily	294189	280	416	1.22327e-52	171.725	cl00263	TFold superfamily	 - 	 - 
Q#146 - >Q5ZXW5_LEGPH	non-specific	225456	138	272	1.88945e-49	162.95	COG2904	QueFN	 - 	cl00263
Q#146 - >Q5ZXW5_LEGPH	specific	133381	4	103	1.20251e-42	143.781	cd01106	HTH_TipAL-Mta	 - 	cl02600
Q#146 - >Q5ZXW5_LEGPH	superfamily	295384	4	103	1.20251e-42	143.781	cl02600	HTH_MerR-SF superfamily	 - 	 - 
Q#146 - >Q5ZXW5_LEGPH	non-specific	291175	328	402	1.15058e-29	108.852	pfam14489	QueF	 - 	cl00263
Q#146 - >Q5ZXW5_LEGPH	specific	197716	4	73	3.08055e-21	85.6497	smart00422	HTH_MERR	 - 	cl02600
Q#146 - >Q5ZXW5_LEGPH	non-specific	213775	322	400	4.16343e-16	72.7432	TIGR03139	QueF-II	N	cl00263
Q#146 - >Q5ZXW5_LEGPH	specific	290147	4	72	1.26003e-15	69.9001	pfam13411	MerR_1	 - 	cl02600
Q#146 - >Q5ZXW5_LEGPH	non-specific	237320	322	403	4.74957e-15	69.7811	PRK13258	PRK13258	N	cl00263
Q#146 - >Q5ZXW5_LEGPH	non-specific	237320	221	253	0.00390345	35.4984	PRK13258	PRK13258	NC	cl00263
Q#146 - >Q5ZXW5_LEGPH	non-specific	213775	203	253	0.0056213	35.3788	TIGR03139	QueF-II	NC	cl00263
Q#146 - >Q5ZXW5_LEGPH	multi-dom	236986	146	416	4.54559e-179	498.515	PRK11792	queF	 - 	 - 
Q#146 - >Q5ZXW5_LEGPH	multi-dom	274443	142	416	8.64334e-177	492.946	TIGR03138	QueF	 - 	 - 
Q#146 - >Q5ZXW5_LEGPH	multi-dom	223860	4	111	1.61103e-25	99.0499	COG0789	SoxR	 - 	 - 
Q#146 - >Q5ZXW5_LEGPH	multi-dom	131099	6	111	2.37534e-13	65.1611	TIGR02044	CueR	 - 	 - 
Q#146 - >Q5ZXW5_LEGPH	multi-dom	181924	4	70	1.34564e-12	63.4489	PRK09514	zntR	C	 - 
Q#147 - >Q5ZXW4_LEGPH	non-specific	282941	21	357	1.71995e-24	100.127	pfam05150	Legionella_OMP	 - 	cl04956
Q#147 - >Q5ZXW4_LEGPH	superfamily	282941	21	357	1.71995e-24	100.127	cl04956	Legionella_OMP superfamily	 - 	 - 
Q#148 - >Q5ZXW3_LEGPH	specific	281362	12	188	2.32448e-122	341.668	pfam03352	Adenine_glyco	 - 	cl01059
Q#148 - >Q5ZXW3_LEGPH	superfamily	294669	12	188	2.32448e-122	341.668	cl01059	Adenine_glyco superfamily	 - 	 - 
Q#148 - >Q5ZXW3_LEGPH	specific	225374	7	188	1.0967e-98	282.319	COG2818	Tag	 - 	cl01059
Q#148 - >Q5ZXW3_LEGPH	non-specific	129711	9	188	9.43547e-75	221.297	TIGR00624	tag	 - 	cl01059
Q#148 - >Q5ZXW3_LEGPH	non-specific	182401	7	187	1.74688e-73	218.266	PRK10353	PRK10353	 - 	cl01059
Q#149 - >Q5ZXW2_LEGPH	specific	176671	9	123	2.41606e-44	139.259	cd07247	SgaA_N_like	 - 	cl14632
Q#149 - >Q5ZXW2_LEGPH	superfamily	301325	9	123	2.41606e-44	139.259	cl14632	Glo_EDI_BRP_like superfamily	 - 	 - 
Q#149 - >Q5ZXW2_LEGPH	non-specific	225861	11	123	2.09278e-27	96.6419	COG3324	COG3324	 - 	cl14632
Q#149 - >Q5ZXW2_LEGPH	specific	289451	14	122	2.03879e-14	62.9226	pfam12681	Glyoxalase_2	 - 	cl14632
Q#150 - >Q5ZXW1_LEGPH	non-specific	285983	14	126	2.16677e-40	136.782	pfam08837	DUF1810	 - 	cl02370
Q#150 - >Q5ZXW1_LEGPH	superfamily	295276	14	126	2.16677e-40	136.782	cl02370	DUF1810 superfamily	 - 	 - 
Q#150 - >Q5ZXW1_LEGPH	non-specific	227866	14	126	1.70349e-23	92.6369	COG5579	COG5579	C	cl02370
Q#154 - >Q5ZXV7_LEGPH	non-specific	285166	55	119	0.00361766	32.6196	pfam07883	Cupin_2	 - 	cl21464
Q#154 - >Q5ZXV7_LEGPH	superfamily	304367	55	119	0.00361766	32.6196	cl21464	cupin_like superfamily	 - 	 - 
Q#155 - >Q5ZXV6_LEGPH	specific	100115	62	412	3.41869e-110	328.089	cd05804	StaR_like	 - 	cl23710
Q#155 - >Q5ZXV6_LEGPH	superfamily	100115	62	412	3.41869e-110	328.089	cl23710	StaR_like superfamily	 - 	 - 
Q#156 - >Q5ZXV5_LEGPH	specific	281729	199	467	1.28375e-64	214.766	pfam03772	Competence	 - 	cl00471
Q#156 - >Q5ZXV5_LEGPH	superfamily	294322	199	467	1.28375e-64	214.766	cl00471	Competence superfamily	 - 	 - 
Q#156 - >Q5ZXV5_LEGPH	specific	293817	494	660	9.04294e-56	187.341	cd07731	ComA-like_MBL-fold	 - 	cl23716
Q#156 - >Q5ZXV5_LEGPH	superfamily	304873	494	660	9.04294e-56	187.341	cl23716	metallo-hydrolase-like_MBL-fold superfamily	 - 	 - 
Q#156 - >Q5ZXV5_LEGPH	specific	290300	3	157	4.73702e-28	109.783	pfam13567	DUF4131	 - 	cl16306
Q#156 - >Q5ZXV5_LEGPH	superfamily	290300	3	157	4.73702e-28	109.783	cl16306	DUF4131 superfamily	 - 	 - 
Q#156 - >Q5ZXV5_LEGPH	non-specific	273035	220	398	1.15172e-26	105.535	TIGR00360	ComEC_N-term	 - 	cl00471
Q#156 - >Q5ZXV5_LEGPH	specific	279138	497	684	2.24355e-11	62.3754	pfam00753	Lactamase_B	 - 	cl23716
Q#156 - >Q5ZXV5_LEGPH	specific	214854	504	570	6.08665e-05	42.9258	smart00849	Lactamase_B	C	cl23716
Q#156 - >Q5ZXV5_LEGPH	multi-dom	273036	95	714	2.53032e-108	342.648	TIGR00361	ComEC_Rec2	 - 	 - 
Q#156 - >Q5ZXV5_LEGPH	multi-dom	236924	36	710	3.28031e-94	308.075	PRK11539	PRK11539	 - 	 - 
Q#156 - >Q5ZXV5_LEGPH	multi-dom	225212	474	725	2.53887e-65	217.204	COG2333	ComEC	 - 	 - 
Q#157 - >Q5ZXV4_LEGPH	specific	293337	46	125	6.05202e-17	69.1985	pfam16732	ComP_DUS	 - 	cl25073
Q#157 - >Q5ZXV4_LEGPH	superfamily	293337	46	125	6.05202e-17	69.1985	cl25073	ComP_DUS superfamily	 - 	 - 
Q#157 - >Q5ZXV4_LEGPH	specific	290278	14	37	9.03817e-07	41.5542	pfam13544	N_methyl_2	 - 	cl23637
Q#157 - >Q5ZXV4_LEGPH	superfamily	290278	14	37	9.03817e-07	41.5542	cl23637	N_methyl_2 superfamily	 - 	 - 
Q#157 - >Q5ZXV4_LEGPH	specific	274182	15	38	2.56628e-06	40.366	TIGR02532	IV_pilin_GFxxxE	 - 	cl23684
Q#157 - >Q5ZXV4_LEGPH	superfamily	274182	15	38	2.56628e-06	40.366	cl23684	IV_pilin_GFxxxE superfamily	 - 	 - 
Q#157 - >Q5ZXV4_LEGPH	multi-dom	227303	15	146	3.17159e-22	84.7861	COG4968	PilE	 - 	 - 
Q#157 - >Q5ZXV4_LEGPH	multi-dom	236718	12	47	1.50484e-07	46.5649	PRK10574	PRK10574	C	 - 
Q#157 - >Q5ZXV4_LEGPH	multi-dom	130771	16	57	0.000288164	37.4056	TIGR01710	typeII_sec_gspG	C	 - 
Q#158 - >Q5ZXV3_LEGPH	non-specific	283270	671	1018	5.67628e-57	202.007	pfam05567	Neisseria_PilC	 - 	cl15859
Q#158 - >Q5ZXV3_LEGPH	superfamily	283270	671	1018	5.67628e-57	202.007	cl15859	Neisseria_PilC superfamily	 - 	 - 
Q#158 - >Q5ZXV3_LEGPH	non-specific	199834	707	923	0.00964303	38.0818	cd10276	BamB_YfgL	NC	cl11493
Q#158 - >Q5ZXV3_LEGPH	superfamily	299747	707	923	0.00964303	38.0818	cl11493	PQQ_DH_like superfamily	NC	 - 
Q#158 - >Q5ZXV3_LEGPH	multi-dom	225953	501	1171	4.29477e-109	365.303	COG3419	PilY1	N	 - 
Q#159 - >Q5ZXV2_LEGPH	specific	290404	83	167	3.29748e-09	50.157	pfam13681	PilX	 - 	cl16347
Q#159 - >Q5ZXV2_LEGPH	superfamily	290404	83	167	3.29748e-09	50.157	cl16347	PilX superfamily	 - 	 - 
Q#159 - >Q5ZXV2_LEGPH	multi-dom	227070	12	168	2.96575e-13	63.3069	COG4726	PilX	 - 	 - 
Q#160 - >Q5ZXV1_LEGPH	specific	292692	240	352	2.01328e-27	103.111	pfam16074	PilW	 - 	cl24593
Q#160 - >Q5ZXV1_LEGPH	superfamily	292692	240	352	2.01328e-27	103.111	cl24593	PilW superfamily	 - 	 - 
Q#160 - >Q5ZXV1_LEGPH	multi-dom	227301	1	341	1.54887e-10	60.1913	COG4966	PilW	 - 	 - 
Q#160 - >Q5ZXV1_LEGPH	multi-dom	236714	8	70	0.00491759	36.4937	PRK10557	PRK10557	C	 - 
Q#161 - >Q5ZXV0_LEGPH	specific	290278	10	33	0.000153332	36.1614	pfam13544	N_methyl_2	 - 	cl23637
Q#161 - >Q5ZXV0_LEGPH	superfamily	290278	10	33	0.000153332	36.1614	cl23637	N_methyl_2 superfamily	 - 	 - 
Q#161 - >Q5ZXV0_LEGPH	specific	274182	11	34	0.00383528	32.2768	TIGR02532	IV_pilin_GFxxxE	 - 	cl23684
Q#161 - >Q5ZXV0_LEGPH	superfamily	274182	11	34	0.00383528	32.2768	cl23684	IV_pilin_GFxxxE superfamily	 - 	 - 
Q#161 - >Q5ZXV0_LEGPH	multi-dom	131575	13	150	3.07919e-23	88.2852	TIGR02523	type_IV_pilV	 - 	 - 
Q#161 - >Q5ZXV0_LEGPH	multi-dom	227302	8	166	1.80673e-12	60.8922	COG4967	PilV	 - 	 - 
Q#162 - >Q5ZXU9_LEGPH	specific	288842	104	214	5.30828e-13	62.2164	pfam12019	GspH	 - 	cl13456
Q#162 - >Q5ZXU9_LEGPH	superfamily	288842	104	214	5.30828e-13	62.2164	cl13456	GspH superfamily	 - 	 - 
Q#162 - >Q5ZXU9_LEGPH	specific	274182	67	89	0.000598081	34.9732	TIGR02532	IV_pilin_GFxxxE	 - 	cl23684
Q#162 - >Q5ZXU9_LEGPH	superfamily	274182	67	89	0.000598081	34.9732	cl23684	IV_pilin_GFxxxE superfamily	 - 	 - 
Q#162 - >Q5ZXU9_LEGPH	specific	290278	67	88	0.00192627	33.465	pfam13544	N_methyl_2	 - 	cl23637
Q#162 - >Q5ZXU9_LEGPH	superfamily	290278	67	88	0.00192627	33.465	cl23637	N_methyl_2 superfamily	 - 	 - 
Q#162 - >Q5ZXU9_LEGPH	multi-dom	227305	67	203	4.32943e-20	82.8732	COG4970	FimT	 - 	 - 
Q#162 - >Q5ZXU9_LEGPH	multi-dom	274219	69	156	3.54361e-06	44.773	TIGR02596	TIGR02596	C	 - 
Q#163 - >Q5ZXU8_LEGPH	specific	200583	44	267	2.14852e-97	285.278	cd10960	CE4_NodB_like_1	 - 	cl15692
Q#163 - >Q5ZXU8_LEGPH	superfamily	301698	44	267	2.14852e-97	285.278	cl15692	CE4_SF superfamily	 - 	 - 
Q#163 - >Q5ZXU8_LEGPH	non-specific	279817	43	152	7.98304e-18	76.5124	pfam01522	Polysacc_deac_1	 - 	cl15692
Q#163 - >Q5ZXU8_LEGPH	non-specific	274287	43	264	5.54056e-14	67.7477	TIGR02764	spore_ybaN_pdaB	 - 	cl15692
Q#163 - >Q5ZXU8_LEGPH	multi-dom	223798	15	273	1.12093e-16	76.966	COG0726	CDA1	 - 	 - 
Q#163 - >Q5ZXU8_LEGPH	multi-dom	131930	43	264	4.00656e-10	57.407	TIGR02884	spore_pdaA	 - 	 - 
Q#164 - >Q5ZXU7_LEGPH	specific	293453	206	385	2.15993e-59	191.144	pfam16848	SoDot-IcmSS	 - 	cl25153
Q#164 - >Q5ZXU7_LEGPH	superfamily	293453	206	385	2.15993e-59	191.144	cl25153	SoDot-IcmSS superfamily	 - 	 - 
Q#164 - >Q5ZXU7_LEGPH	specific	293453	6	179	1.79336e-58	188.833	pfam16848	SoDot-IcmSS	 - 	cl25153
Q#164 - >Q5ZXU7_LEGPH	superfamily	293453	6	179	1.79336e-58	188.833	cl25153	SoDot-IcmSS superfamily	 - 	 - 
Q#165 - >Q5ZXU6_LEGPH	non-specific	237330	23	384	2.22e-16	80.3351	PRK13279	arnT	C	cl21590
Q#165 - >Q5ZXU6_LEGPH	superfamily	304453	23	384	2.22e-16	80.3351	cl21590	PMT_2 superfamily	C	 - 
Q#165 - >Q5ZXU6_LEGPH	non-specific	289973	72	231	2.49826e-15	72.2701	pfam13231	PMT_2	 - 	cl21590
Q#165 - >Q5ZXU6_LEGPH	multi-dom	224720	18	391	1.89193e-43	159.943	COG1807	ArnT	C	 - 
Q#166 - >KITH_LEGPH	specific	235272	1	190	1.30906e-116	328.229	PRK04296	PRK04296	 - 	cl23762
Q#166 - >KITH_LEGPH	superfamily	304919	1	190	1.30906e-116	328.229	cl23762	TK superfamily	 - 	 - 
Q#166 - >KITH_LEGPH	specific	224352	1	197	2.1688e-94	272.567	COG1435	Tdk	 - 	cl23762
Q#166 - >KITH_LEGPH	non-specific	278683	2	187	1.89777e-66	201.027	pfam00265	TK	 - 	cl23762
Q#167 - >Q5ZXU4_LEGPH	specific	119392	25	387	9.12196e-26	105.859	cd06174	MFS	 - 	cl21472
Q#167 - >Q5ZXU4_LEGPH	superfamily	304372	25	387	9.12196e-26	105.859	cl21472	MFS superfamily	 - 	 - 
Q#167 - >Q5ZXU4_LEGPH	non-specific	273318	61	200	1.14986e-08	52.267	TIGR00880	2_A_01_02	 - 	cl21472
Q#167 - >Q5ZXU4_LEGPH	multi-dom	284993	30	371	5.40819e-28	112.124	pfam07690	MFS_1	 - 	 - 
Q#167 - >Q5ZXU4_LEGPH	multi-dom	225180	28	414	1.28407e-24	103.889	COG2271	UhpC	 - 	 - 
Q#167 - >Q5ZXU4_LEGPH	multi-dom	273326	48	378	2.08268e-22	97.0222	TIGR00893	2A0114	 - 	 - 
Q#167 - >Q5ZXU4_LEGPH	multi-dom	183266	78	358	3.27404e-08	53.9458	PRK11663	PRK11663	 - 	 - 
Q#167 - >Q5ZXU4_LEGPH	multi-dom	225121	282	420	0.000459883	40.6954	COG2211	MelB	C	 - 
Q#167 - >Q5ZXU4_LEGPH	multi-dom	290085	282	419	0.00100906	39.8887	pfam13347	MFS_2	C	 - 
Q#167 - >Q5ZXU4_LEGPH	multi-dom	182611	273	419	0.00142819	39.3092	PRK10642	PRK10642	N	 - 
Q#168 - >Q5ZXU3_LEGPH	specific	119392	22	378	3.38322e-23	98.54	cd06174	MFS	 - 	cl21472
Q#168 - >Q5ZXU3_LEGPH	superfamily	304372	22	378	3.38322e-23	98.54	cl21472	MFS superfamily	 - 	 - 
Q#168 - >Q5ZXU3_LEGPH	non-specific	273318	59	197	1.78878e-07	48.8002	TIGR00880	2_A_01_02	 - 	cl21472
Q#168 - >Q5ZXU3_LEGPH	multi-dom	284993	25	365	1.61182e-23	99.4125	pfam07690	MFS_1	 - 	 - 
Q#168 - >Q5ZXU3_LEGPH	multi-dom	273326	41	378	6.30252e-23	98.563	TIGR00893	2A0114	 - 	 - 
Q#168 - >Q5ZXU3_LEGPH	multi-dom	225133	19	330	8.96717e-15	74.2246	COG2223	NarK	C	 - 
Q#168 - >Q5ZXU3_LEGPH	multi-dom	236927	43	352	6.17612e-08	53.0424	PRK11551	PRK11551	 - 	 - 
Q#169 - >DEOB_LEGPH	specific	235430	4	407	0	692.242	PRK05362	PRK05362	 - 	cl23718
Q#169 - >DEOB_LEGPH	superfamily	304875	4	407	0	692.242	cl23718	ALP_like superfamily	 - 	 - 
Q#169 - >DEOB_LEGPH	specific	223947	4	407	0	590.781	COG1015	DeoB	 - 	cl23718
Q#169 - >DEOB_LEGPH	specific	293733	3	406	0	584.414	cd16009	PPM	 - 	cl23718
Q#169 - >DEOB_LEGPH	non-specific	162494	4	399	4.36788e-171	482.084	TIGR01696	deoB	 - 	cl23718
Q#169 - >DEOB_LEGPH	multi-dom	279942	3	397	1.74692e-55	187.311	pfam01676	Metalloenzyme	 - 	 - 
Q#169 - >DEOB_LEGPH	multi-dom	235203	253	372	9.35952e-05	42.9768	PRK04024	PRK04024	N	 - 
Q#169 - >DEOB_LEGPH	multi-dom	130374	279	399	0.00217335	38.5151	TIGR01307	pgm_bpd_ind	N	 - 
Q#169 - >DEOB_LEGPH	multi-dom	226161	261	372	0.00277541	38.0691	COG3635	ApgM	N	 - 
Q#170 - >HSLV_LEGPH	specific	235477	6	177	8.26057e-135	372.461	PRK05456	PRK05456	 - 	cl00467
Q#170 - >HSLV_LEGPH	superfamily	294319	6	177	8.26057e-135	372.461	cl00467	Ntn_hydrolase superfamily	 - 	 - 
Q#170 - >HSLV_LEGPH	specific	274727	7	177	3.20935e-123	342.977	TIGR03692	ATP_dep_HslV	 - 	cl00467
Q#170 - >HSLV_LEGPH	specific	238894	7	177	2.94231e-117	327.998	cd01913	protease_HslV	 - 	cl00467
Q#170 - >HSLV_LEGPH	specific	227692	3	180	5.26063e-112	314.992	COG5405	HslV	 - 	cl00467
Q#170 - >HSLV_LEGPH	specific	278648	4	177	1.15245e-31	111.501	pfam00227	Proteasome	 - 	cl00467
Q#170 - >HSLV_LEGPH	multi-dom	223711	5	180	2.04029e-08	50.7592	COG0638	PRE1	 - 	 - 
Q#170 - >HSLV_LEGPH	multi-dom	163402	5	163	0.000363757	38.5351	TIGR03690	20S_bact_beta	C	 - 
Q#171 - >HSLU_LEGPH	specific	285025	181	326	6.34849e-25	99.1972	pfam07724	AAA_2	 - 	cl21455
Q#171 - >HSLU_LEGPH	superfamily	304359	181	326	6.34849e-25	99.1972	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#171 - >HSLU_LEGPH	specific	198154	333	419	1.35587e-10	56.2979	smart01086	ClpB_D2-small	 - 	cl11083
Q#171 - >HSLU_LEGPH	superfamily	299484	333	419	1.35587e-10	56.2979	cl11083	ClpB_D2-small superfamily	 - 	 - 
Q#171 - >HSLU_LEGPH	specific	99707	17	111	8.41493e-09	52.9187	cd00009	AAA	C	cl21455
Q#171 - >HSLU_LEGPH	superfamily	304359	17	111	8.41493e-09	52.9187	cl21455	P-loop_NTPase superfamily	C	 - 
Q#171 - >HSLU_LEGPH	non-specific	279425	16	73	1.70809e-05	44.0563	pfam01078	Mg_chelatase	C	cl21455
Q#171 - >HSLU_LEGPH	non-specific	184412	51	110	0.00189747	37.7639	PRK13947	PRK13947	C	cl17190
Q#171 - >HSLU_LEGPH	superfamily	302627	51	110	0.00189747	37.7639	cl17190	NK superfamily	C	 - 
Q#171 - >HSLU_LEGPH	multi-dom	235364	1	441	0	865.543	PRK05201	hslU	 - 	 - 
Q#171 - >HSLU_LEGPH	multi-dom	224141	1	441	0	745.24	COG1220	HslU	 - 	 - 
Q#171 - >HSLU_LEGPH	multi-dom	273052	3	441	0	626.456	TIGR00390	hslU	 - 	 - 
Q#171 - >HSLU_LEGPH	multi-dom	214640	50	136	0.000368148	39.2789	smart00382	AAA	C	 - 
Q#171 - >HSLU_LEGPH	multi-dom	290381	14	75	0.00957178	36.6487	pfam13654	AAA_32	C	 - 
Q#173 - >Y643_LEGPH	non-specific	179313	17	266	2.00721e-95	286.418	PRK01637	PRK01637	 - 	cl07918
Q#173 - >Y643_LEGPH	superfamily	298609	17	266	2.00721e-95	286.418	cl07918	Virul_fac_BrkB superfamily	 - 	 - 
Q#173 - >Y643_LEGPH	non-specific	273260	17	265	6.01654e-68	214.923	TIGR00765	yihY_not_rbn	 - 	cl07918
Q#173 - >Y643_LEGPH	specific	281611	26	270	7.16748e-59	191.29	pfam03631	Virul_fac_BrkB	 - 	cl07918
Q#173 - >Y643_LEGPH	specific	224214	16	276	2.51375e-54	180.971	COG1295	BrkB	 - 	cl07918
Q#173 - >Y643_LEGPH	multi-dom	179791	3	363	4.18536e-81	253.904	PRK04214	rbn	 - 	 - 
Q#175 - >Q5ZXT6_LEGPH	specific	274707	580	678	3.19731e-17	75.8431	TIGR03661	T1SS_VCA0849	 - 	cl23859
Q#175 - >Q5ZXT6_LEGPH	superfamily	305016	580	678	3.19731e-17	75.8431	cl23859	Peptidase_M10_C superfamily	 - 	 - 
Q#175 - >Q5ZXT6_LEGPH	non-specific	285719	6	66	5.5059e-09	55.3957	pfam08548	Peptidase_M10_C	NC	cl23859
Q#175 - >Q5ZXT6_LEGPH	superfamily	305016	6	66	5.5059e-09	55.3957	cl23859	Peptidase_M10_C superfamily	NC	 - 
Q#175 - >Q5ZXT6_LEGPH	non-specific	285719	534	586	9.24899e-08	51.9289	pfam08548	Peptidase_M10_C	NC	cl23859
Q#175 - >Q5ZXT6_LEGPH	superfamily	305016	534	586	9.24899e-08	51.9289	cl23859	Peptidase_M10_C superfamily	NC	 - 
Q#175 - >Q5ZXT6_LEGPH	multi-dom	225483	3	78	1.59706e-06	49.6098	COG2931	COG2931	N	 - 
Q#175 - >Q5ZXT6_LEGPH	multi-dom	225483	523	640	3.29947e-06	48.8394	COG2931	COG2931	N	 - 
Q#176 - >Q5ZXT5_LEGPH	non-specific	179647	6	198	7.71369e-55	171.643	PRK03767	PRK03767	 - 	cl00438
Q#176 - >Q5ZXT5_LEGPH	superfamily	294301	6	198	7.71369e-55	171.643	cl00438	FMN_red superfamily	 - 	 - 
Q#176 - >Q5ZXT5_LEGPH	non-specific	130816	6	197	2.10287e-49	157.75	TIGR01755	flav_wrbA	 - 	cl00438
Q#176 - >Q5ZXT5_LEGPH	specific	223728	1	198	5.1215e-45	146.877	COG0655	WrbA	 - 	cl00438
Q#176 - >Q5ZXT5_LEGPH	non-specific	281367	6	146	1.62688e-09	52.9694	pfam03358	FMN_red	 - 	cl00438
Q#176 - >Q5ZXT5_LEGPH	multi-dom	223503	5	115	0.00129267	37.2817	COG0426	NorV	N	 - 
Q#177 - >Q5ZXT4_LEGPH	specific	291378	5	59	4.67694e-21	85.0145	pfam14706	Tnp_DNA_bind	 - 	cl20643
Q#177 - >Q5ZXT4_LEGPH	superfamily	291378	5	59	4.67694e-21	85.0145	cl20643	Tnp_DNA_bind superfamily	 - 	 - 
Q#177 - >Q5ZXT4_LEGPH	non-specific	280446	372	457	3.19184e-15	70.1087	pfam02281	Dimer_Tnp_Tn5	 - 	cl03514
Q#177 - >Q5ZXT4_LEGPH	superfamily	280446	372	457	3.19184e-15	70.1087	cl03514	Dimer_Tnp_Tn5 superfamily	 - 	 - 
Q#177 - >Q5ZXT4_LEGPH	multi-dom	279886	322	362	0.00954084	36.0366	pfam01609	DDE_Tnp_1	N	 - 
Q#178 - >Q5ZXT3_LEGPH	specific	197336	1	254	9.6909e-151	419.325	cd10281	Nape_like_AP-endo	 - 	cl00490
Q#178 - >Q5ZXT3_LEGPH	superfamily	294334	1	254	9.6909e-151	419.325	cl00490	EEP superfamily	 - 	 - 
Q#178 - >Q5ZXT3_LEGPH	specific	223780	1	255	3.36967e-102	296.817	COG0708	XthA	 - 	cl00490
Q#178 - >Q5ZXT3_LEGPH	non-specific	273186	1	255	1.14317e-86	257.207	TIGR00633	xth	 - 	cl00490
Q#178 - >Q5ZXT3_LEGPH	non-specific	139971	1	253	5.84677e-54	173.727	PRK13911	PRK13911	 - 	cl00490
Q#178 - >Q5ZXT3_LEGPH	specific	281380	4	247	5.50508e-26	100.191	pfam03372	Exo_endo_phos	 - 	cl00490
Q#178 - >Q5ZXT3_LEGPH	multi-dom	181856	125	170	0.00589	36.2877	PRK09436	thrA	NC	 - 
Q#179 - >Q5ZXT2_LEGPH	specific	197320	9	261	1.69652e-148	413.835	cd09086	ExoIII-like_AP-endo	 - 	cl00490
Q#179 - >Q5ZXT2_LEGPH	superfamily	294334	9	261	1.69652e-148	413.835	cl00490	EEP superfamily	 - 	 - 
Q#179 - >Q5ZXT2_LEGPH	specific	223780	9	263	7.59506e-113	323.781	COG0708	XthA	 - 	cl00490
Q#179 - >Q5ZXT2_LEGPH	non-specific	272954	10	261	4.05115e-98	286.201	TIGR00195	exoDNase_III	 - 	cl00490
Q#179 - >Q5ZXT2_LEGPH	non-specific	236970	10	263	6.55747e-69	212.447	PRK11756	PRK11756	 - 	cl00490
Q#179 - >Q5ZXT2_LEGPH	specific	281380	12	254	1.8196e-23	93.6425	pfam03372	Exo_endo_phos	 - 	cl00490
Q#180 - >RL31_LEGPH	specific	234576	1	71	7.70358e-41	126.962	PRK00019	rpmE	 - 	cl00377
Q#180 - >RL31_LEGPH	superfamily	294266	1	71	7.70358e-41	126.962	cl00377	Ribosomal_L31 superfamily	 - 	 - 
Q#180 - >RL31_LEGPH	specific	279530	1	65	1.92243e-37	117.883	pfam01197	Ribosomal_L31	 - 	cl00377
Q#180 - >RL31_LEGPH	specific	272907	1	66	2.20549e-35	112.767	TIGR00105	L31	 - 	cl00377
